ID_CLASSIFICACAO;CLASSIFICACAO_NOME
542;Grupos e classes industriais
543;Grandes categorias econômicas
544;Seções e atividades industriais (CNAE 2.0)
556;Dependência administrativa da escola
557;Nível de instrução do pai
558;Classe de números de residentes no domicílio
559;Condição de possuir algum trabalho ou emprego ou negócio e receber dinheiro por desempenhar esta atividade
560;Bens e serviços que possui no domicílio
561;Condição de morar com mãe e/ou pai
562;Tempo acumulado de atividade física nos 7 dias anteriores à pesquisa
563;Frequência de aulas de educação física na escola nos 7 dias anteriores à pesquisa
564;Condição do alimento quanto à saúde e alimento consumido
565;Frequência de consumo alimentar
566;Frequencia de uso de drogas
567;Frequência de uso de maconha
568;Frequência de uso de crack
569;Frequência com que os colegas da escola os trataram bem e/ou foram prestativos com eles
570;Frequência com que se sentiram humilhados pelas provocações de colegas de escola
571;Local da falta de segurança
572;Frequência de ida ao dentista
573;Autopercepção da imagem corporal
574;Atitude em relação ao próprio peso corporal
575;Estado nutricional definido pelo índice de massa corporal (IMC)
577;Condição da população em relação a idade
58;Grupo de idade
581;Conclusão do curso que o cônjuge do produtor frequentou
582;Grupos de idade e nível de ensino
583;Características topográficas predominantes
584;Características e localização predominantes do sítio urbano
585;Classes de predominância de arruamento regular
586;Classes de predominância dos lotes de tamanho e forma regular
587;Tipo de via de circulação interna predominante
588;Acessibilidade possível na maior parte das vias internas
589;Número de pavimentos predominante nas construções
59;Alfabetização
590;Espaçamento predominante entre as construções
592;Tipo de Fundação Privada e Associação sem Fins Lucrativos
593;Bioma
594;Tipo de articulação interinstitucional entre o município e os entes federativos
596;Local da escola que frequentavam
6;Forma de mão-de-obra
60;Localização
601;Tipo de instalação
604;Tipo de medida de subutilização da força de trabalho na semana de referência
61;Forma de abastecimento de água
616;Principal motivo de saúde
618;Tipo de tratamento de saúde
623;Grau de dificuldade
627;Principal motivo de não ter feito a cirurgia de catarata
628;Principal motivo por não ter tomado a vacina contra gripe
629;Condição em relação à força de trabalho e condição de ocupação
63;Condição de ocupação do domicílio
637;Classificação de médio produtor
64;Número de cômodos servindo de dormitório
65;Número de cômodos
652;Faixas de rendimento mensal domiciliar per capita
653;Condição em relação à força de trabalho na semana de referência
654;Tipo de produto da aquicultura
66;Número de banheiros
664;Estado civil do primeiro cônjuge
665;Estado civil do segundo cônjuge
666;Grupo de idade do primeiro cônjuge
667;Grupo de idade do segundo cônjuge
668;Tipo de doença crônica
669;Local do último atendimento médico
67;Destino do lixo
670;Recomendação médica
671;Tipo de complicação da saúde por causa do diabetes
672;Tempo de diagnóstico
673;Tipo de câncer
674;Motivo de não ir ao médico regularmente por causa da depressão
675;Condição de estudante e rede de ensino
676;Nacionalidade do primeiro cônjuge
677;Nacionalidade do segundo cônjuge
678;Lugar de nascimento do primeiro cônjuge
679;Lugar de nascimento do segundo cônjuge
68;Número de moradores
680;Equipamento utilizado para acessar a Internet
681;Acesso à televisão por assinatura
682;Recepção de sinal de televisão por antena parabólica
683;Recepção de sinal digital de televisão aberta
684;Número de televisões
685;Motivo de discriminação
686;Existência de tablet no domicílio
687;Existência de microcomputador ou tablet no domicílio
688;Existência de utilização da Internet no domicílio
689;Utilização de microcomputador ou telefone móvel celular para acessar a Internet no domicílio
69;Classes de rendimento nominal médio mensal do chefe do domicílio
691;Tipo de conexão à Internet no domicílio
692;Existência de conexão à Internet por banda larga no domicílio
694;Grupamento ocupacional no trabalho principal - PNADC
695;Local de procura de atendimento de saúde
696;Atividades da indústria, do setor de eletricidade e gás e dos serviços selecionados
699;Principal responsável pelo desenvolvimento de produto e/ou processo nas empresas que implementaram inovações
7;Classes de indústrias
70;Grupos de idade a partir dos 10 anos
700;Atividades inovativas
701;Grau de importância
702;Impacto das inovações de produto e/ou processo
703;Principal motivo de nunca ter feito o exame preventivo para câncer de colo de útero
704;Motivo da retirada do útero
705;Principal motivo de não evitar a gravidez
706;Método contraceptivo utilizado
708;Tipo de Livro do Tombo
709;Tema tratado nos Atos Multilaterais
71;Grupos de anos de estudo
710;Período de ratificação dos Atos Multilaterais
711;Grau de novidade do principal produto e/ou principal processo nas empresas que implementaram inovações
712;Tipo de sobreposição entre unidades de conservação
713;Tipo de uso da unidade de conservação
714;Fontes de informação empregadas
715;Indústria geral, indústrias extrativas, indústrias de transformação e atividades (CNAE 2.0)
716;Classe de uso de agrotóxicos e afins
717;Classe de periculosidade ambiental
7173;Esgotamento sanitário
718;Classes das atividades industriais e produtos - Prodlist 2013
719;Número de consultas de pré-natal
72;Geral, grupos, subgrupos, itens e subitens
720;Local de atendimento da maioria das consultas de pré-natal
721;Pessoa que realizou o último parto
722;Motivo de ter tido parto cesáreo
723;Local de consulta médica ou de enfermagem
724;Local de acompanhamento do crescimento e desenvolvimento das crianças
725;Localização da fonte de informação
726;Categoria de parceiro
727;Localização do principal parceiro
728;Objeto de cooperação
729;Tipo de programa de apoio do governo
73;Geral, grupo, subgrupo, item e subitem - IRSM
730;Razões da não implementação de inovações
731;Fatores que prejudicaram as atividades inovativas
732;Inovações organizacionais e de marketing implementadas
733;Uso da biotecnologia e da nanotecnologia
734;Espécie florestal
735;Grupos de idade do marido na data da abertura do processo
736;Grupos de idade da mulher na data da abertura do processo
737;Número de filhos menores de idade
74;Número de dormitórios
740;Expectativa do escolar quanto ao nível de escolaridade que alcançará
741;Expectativa/pretensão do escolar após a conclusão do curso/ciclo de estudos em que se encontra
746;Frequência de dias em que fez atividade física por 60 minutos ou mais nos 7 dias anteriores à pesquisa
747;Predisposição para prática de atividade física durante a semana, caso tenha oportunidade
748;Caráter das atividades internas
75;Nível - 100
752;Motivo/causa da humilhação sofrida pelo escolar
753;Número de parceiros sexuais do escolar
755;Tipo de ferimento ou lesão
758;Grau de importância atribuído à própria imagem corporal
759;Sentimento em relação ao próprio corpo
76;Insumos típicos da construção civil
760;Autoavaliação do estado de saúde
761;Tipo de serviço de saúde procurado com mais frequência
762;Situação da tentativa de atendimento em Unidade Básica de Saúde
763;Principal motivo da procura a uma Unidade Básica de Saúde
764;Ano/série em que estuda o escolar
765;Frequência de consumo de alimentos em restaurantes fast-food, nos 7 dias anteriores à pesquisa
766;Frequência de consumo de feijão, nos 7 dias anteriores à pesquisa
767;Frequência de consumo de legumes e/ou verduras, nos 7 dias anteriores à pesquisa
768;Frequência de consumo de frutas frescas, nos 7 dias anteriores à pesquisa
769;Frequência de consumo de salgados fritos, nos 7 dias anteriores à pesquisa
77;Número de dias em que comeu feijão nos últimos 7 dias
770;Frequência de consumo de guloseimas, nos 7 dias anteriores à pesquisa
771;Frequência de consumo de refrigerante, nos 7 dias anteriores à pesquisa
772;Frequência de consumo de alimentos industrializados ou ultraprocessados salgados, nos 7 dias anteriores à pesquisa
776;Modo como o escolar conseguiu cigarro nos 30 dias anteriores à pesquisa
777;Modo como o escolar conseguiu bebida alcoólica nos 30 dias anteriores à pesquisa
78;Número de dias em que comeu salada crua nos últimos 7 dias
780;Grupo de horas efetivamente trabalhadas na semana de referência em todos os trabalhos
782;Produto das lavouras temporárias e permanentes
783;Existência de alguma política, norma ou regra escrita de proibição de bullying na escola
784;Ocorrência da prática de bullying pelo escolar
785;Número de domicílios em que trabalhavam
786;Tipo de contratação
787;Associação a cooperativa de trabalho ou produção
788;Registro do empreendimento no CNPJ
789;Turno no trabalho
79;Tipo de rebanho
790;Tamanho do empreendimento
792;Atividades da indústria e dos serviços selecionados
793;Mudanças estratégicas e organizacionais implementadas
794;Características dos estabelecimentos de hospedagem
7940;Finalidade da criação
795;Localização do estabelecimento de hospedagem
796;Tratores, implementos e máquinas existentes no estabelecimento agropecuário
797;Veículos existentes no estabelecimento agropecuário
798;Telefone, e-mail e internet
8;Gêneros da indústria de transformação
80;Tipo de produto de origem animal
800;Escolaridade do produtor
801;Escolaridade do cônjuge do produtor
81;Produto das lavouras temporárias
811;Controle de doenças e/ou parasitas, suplementação alimentar e beneficiamento
812;Infraestrutura das escolas
813;Etapa de ensino
815;Sexo do cônjuge do produtor
816;Classes das atividades industriais e produtos - Prodlist 2016
817;Material predominante na cobertura (telhado)
818;Material predominante no piso
82;Produto das lavouras permanentes
823;Velocidade de ligação
825;Principal fonte de abastecimento de água
826;Disponibilidade da rede geral de distribuição de água
827;Fonte de energia elétrica
828;Combustível utilizado na preparação de alimentos
829;Tipologia
83;Número de dias em que comeu legumes ou verduras cozidos na comida ou sopa (exceto batata e aipim) nos últimos 7 dias
830;Cor ou raça do produtor
832;Cor ou raça do cônjuge do produtor
833;Classe de idade do cônjuge do produtor
834;Finalidade principal da produção agropecuária do estabelecimento
835;Renda obtida com as atividades desenvolvidas no estabelecimento
836;Produtor possui DAP (Declaração de Aptidão ao PRONAF)
837;Forma de obtenção de informações técnicas recebidas pelo estabelecimento
838;Uso de agricultura orgânica ou pecuária orgânica
839;Existência de deficiência
84;Classes de pessoal ocupado
840;Conclusão do curso que o produtor frequentou
841;Receitas do estabelecimento e outras rendas do produtor
842;Indústria geral, indústrias extrativas e indústrias de transformação e atividades (CNAE 2.0)
844;Grupos industriais selecionados
845;Posse de bens
846;Realização de afazeres domésticos
847;Tipo de afazer doméstico
848;Realização de afazeres domésticos ou cuidados de pessoas
849;Realização de tarefas de cuidados de pessoas
85;Atividades
850;Pessoa que recebeu o cuidado
851;Tipo de cuidado
853;Realização de trabalho na produção para o próprio consumo
854;Tipo de produção para próprio consumo
855;Realização de outras formas de trabalho
856;Realização de trabalho voluntário
857;Forma de inserção na atividade voluntária
858;Local do trabalho voluntário
859;Frequência do trabalho voluntário
86;Cor ou raça
87;Número de dias em que bebeu leite (exceto de soja) nos últimos 7 dias
871;Faixa etária ideal por curso frequentado
872;Curso frequentado
873;Tipo de desembolso bruto de ajuda oficial
874;Tipo de ensino superior
875;Rede do ensino médio frequentado
876;Situação de ocupação e condição de estudo
877;Frequência a curso técnico de nível médio
8772;Espécie do domicílio
878;Frequência e conclusão do curso técnico de nível médio ou normal (magistério)
8787;Tipo de televisão
879;Principal motivo de atualmente não frequentar escola ou outro curso
88;Número de dias em que comeu batata frita nos últimos 7 dias
880;Impactos ambientais causados pelas inovações
881;Frequência a curso de educação profissional
882;Frequência a curso de qualificação profissional
883;Conclusão do curso de qualificação profissional
884;Instituição de realização do curso
885;Nível do curso
886;Existência de algum documento que comprove a propriedade do domicílio
887;Categoria do emprego no trabalho principal
888;Grupamento de atividade no trabalho principal
889;Número de viagens realizadas pelos moradores
89;Número de dias em que comeu hamburger, salsicha, mortadela, salame, presunto, nuggets ou linguiça nos últimos 7 dias
890;Tipo de viagem
891;Ocorrência de pernoite
892;Finalidade da viagem
893;Principal motivo de ter deixado ou nunca ter frequentado escola
894;Principal motivo de não frequentar creche ou escola
895;Frequência a curso técnico de nível médio ou normal (magistério)
896;Conclusão do curso técnico de nível médio ou normal (magistério)
897;Idade que deixou de frequentar escola pela última vez
898;Ocorrência de viagem
899;Motivo de nenhum morador ter viajado
9;Categorias de uso
90;Condição de atividade
900;Quantidade de pernoites
902;Quantidade de moradores participantes na viagem
903;Local do exercício do trabalho
904;Principal motivo pessoal para viajar
905;Tipo de lazer
906;Principal motivo profissional para viajar
907;Principal local de hospedagem
908;Principal meio de transporte utilizado
909;Principal Grande Região de destino
91;Número de dias em que comeu salgados fritos nos últimos 7 dias
910;Principal Unidade da Federação de destino
911;Fatores que contribuíram para introdução de inovações ambientais
9117;Tipo de indústria
912;Tipo de cobertura da telefonia móvel
913;Unidade da Federação de origem
914;Classes de cobertura e uso da terra
915;Adição/Redução de estoque
919;Tipo de ambiente
92;Número de dias em que comeu guloseimas nos últimos 7 dias
920;Biomas, mar e ilhas oceânicas
921;Condição de funcionamento do serviço
927;Tipo de água captada
930;Existência e tipo de cobrança
931;Volume do consumo mensal referente à tarifa mínima
932;Manutenção dos reservatórios em operação
933;Atividades econômicas e famílias
934;Tipo de subsídio
935;Forma de financiamento dos subsídios
936;Tipo de critério para a concessão dos subsídios
937;Existência de televisão no domicílio
938;Número de televisões no domicílio
939;Existência de televisão com conversor para receber sinal digital de televisão aberta
941;Motivo de não haver serviço de televisão por assinatura
942;Recepção de sinal analógico de televisão aberta
944;Origem da água recebida
946;Condição de funcionamento da unidade de tratamento
948;Existência de telefone fixo convencional
949;Existência de telefone móvel celular
950;Grupo de idade da mãe
951;Motivo de não haver utilização da Internet no domicílio
952;Tipo de tratamento da água
953;Etapas do tratamento de água
954;Geração de lodo no processo de tratamento
955;Funcionamento de serviço de rede móvel celular para telefonia ou Internet no domicílio
956;Grande grupamento e seções da classificação de atividade econômica (CNAE 2.0)
957;Acesso à Internet por telefone móvel celular para uso pessoal
958;Motivo de não terem telefone móvel celular para uso pessoal
960;Processos de tratamento biológico do esgoto
961;Existência e tipo de tratamento complementar por desinfecção
963;Destino dos resíduos sólidos removidos no tratamento preliminar de esgoto
964;Duração do maior período de interrupção
965;Tipo de análise do efluente das ETEs
966;Existência e etapas do tratamento do lodo
967;Destino do lodo gerado nas ETEs
968;Existência e tipo de solução alternativa
969;Existência e tipo de meio de comunicação
970;Duração do maior período de racionamento
971;Biomas e Sistema Costeiro-Marinho
972;Existência e tipo de projeto de educação ambiental
973;Existência e mês de racionamento sazonal
974;Existência de televisão e tipo de televisão
976;Destino do esgoto ou efluente enviado
977;Tipo de emissário subaquático
978;Forma de cálculo da tarifa
979;Existência e tipo de diferentes critérios para determinação da tarifa
98;Costuma fazer refeições com a mãe ou com o responsável
9831;Tipo da união
9832;Estado civil
987;Ocorrência e duração de interrupção da fluoretação no ano de referência
988;Tipos de ligações ou economias
99;Costuma comer quando está assistindo TV ou estudando
990;Motivo das perdas de faturamento
991;Existência e programas ou ações de controle de perdas de faturamento da água distribuída
992;Motivos da interrupção / racionamento
996;Motivo(s) do extravasamento
997;Destino do esgoto extravasado
999;Forma de medição ou estimação
